Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Sampling Matrix,Level of Aggregation,Statistic Name,Number of Samples,Samples Below LOQ,Confidence Interval,Position,Latitude,Longitude,Location Name,Target Population,Adjusted For,Concentration Value (unadjusted),Confidence Interval (unadjusted),IPCheM QC,PulledDate,FileName,QA_Concerns
di(2-ethylhexyl)phthalate metabolites,117-81-7,SVN,Slovenia,SVN,NA,46.284,µg/L,2011/09/01-2012/04/24,NA,1.5,Human (Urine),urine,statistic,Geometric Mean,120,4.20%,40.847-52.445,representative,NA,NA,NA,children,"age, gender, crt",48.766,42.573-55.86,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SVK,Slovakia,SVK,NA,82.724,µg/L,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,127,22.00%,73.034-93.699,representative,NA,NA,NA,children,"age, gender, crt",87.549,76.431-100.284,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,GBR,United Kingdom,GBR,NA,37.475,µg/L,2011/09/01-2012/04/24,NA,1.5,Human (Urine),urine,statistic,Geometric Mean,21,14.30%,33.036-42.51,representative,NA,NA,NA,children,"age, gender, crt",31.582,27.572-36.176,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,BEL,Belgium,BEL,NA,21.68,µg/L,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,125,7.20%,18.972-24.775,representative,NA,NA,NA,mothers,"age, crt",21.276,18.257-24.793,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,CHE,Switzerland,CHE,NA,20.393,µg/L,2011/09/01-2012/04/24,NA,19.3,Human (Urine),urine,statistic,Geometric Mean,117,82.10%,17.834-23.32,representative,NA,NA,NA,mothers,"age, crt",18.382,15.774-21.421,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,CYP,Cyprus,CYP,NA,16.811,µg/L,2011/09/01-2012/04/24,NA,6.7,Human (Urine),urine,statistic,Geometric Mean,59,42.40%,13.931-20.287,representative,NA,NA,NA,mothers,"age, crt",17.73,14.28-22.014,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,CZE,Czech Republic,CZE,NA,37.294,µg/L,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,117,23.90%,32.639-42.612,representative,NA,NA,NA,mothers,"age, crt",35.902,30.808-41.838,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,DEU,Germany,DEU,NA,21.128,µg/L,2011/09/01-2012/04/24,NA,0.9,Human (Urine),urine,statistic,Geometric Mean,116,15.50%,18.488-24.145,representative,NA,NA,NA,mothers,"age, crt",21.55,18.492-25.113,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,DNK,Denmark,DNK,NA,23.98,µg/L,2011/09/01-2012/04/24,NA,1.72,Human (Urine),urine,statistic,Geometric Mean,143,8.40%,20.963-27.432,representative,NA,NA,NA,mothers,"age, crt",21.71,18.63-25.299,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,ESP,Spain,ESP,NA,43.409,µg/L,2011/09/01-2012/04/24,NA,0.9,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,37.96-49.641,representative,NA,NA,NA,mothers,"age, crt",43.712,37.51-50.939,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,HUN,Hungary,HUN,NA,33.97,µg/L,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,115,25.20%,29.729-38.817,representative,NA,NA,NA,mothers,"age, crt",36.757,31.542-42.834,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,IRL,Ireland,IRL,NA,32.262,µg/L,2011/09/01-2012/04/24,NA,2,Human (Urine),urine,statistic,Geometric Mean,120,10.00%,28.244-36.851,representative,NA,NA,NA,mothers,"age, crt",34.199,29.347-39.854,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,LUX,Luxembourg,LUX,NA,15.944,µg/L,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,56,13.30%,13.184-19.283,representative,NA,NA,NA,mothers,"age, crt",13.994,11.271-17.374,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,POL,Poland,POL,NA,43.926,µg/L,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,119,0.80%,38.445-50.189,representative,NA,NA,NA,mothers,"age, crt",43.14,37.02-50.273,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,PRT,Portugal,PRT,NA,37.212,µg/L,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,32.57-42.515,representative,NA,NA,NA,mothers,"age, crt",39.896,34.236-46.493,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,ROU,Romania,ROU,NA,51.474,µg/L,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,117,5.10%,45.003-58.875,representative,NA,NA,NA,mothers,"age, crt",56.134,48.17-65.415,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SWE,Sweden,SWE,NA,28.379,µg/L,2011/09/01-2012/04/24,NA,0.9,Human (Urine),urine,statistic,Geometric Mean,96,5.20%,24.833-32.431,representative,NA,NA,NA,mothers,"age, crt",26.34,22.603-30.695,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SVN,Slovenia,SVN,NA,28.074,µg/L,2011/09/01-2012/04/24,NA,1.5,Human (Urine),urine,statistic,Geometric Mean,119,3.40%,24.567-32.082,representative,NA,NA,NA,mothers,"age, crt",30.954,26.562-36.071,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SVK,Slovakia,SVK,NA,39.369,µg/L,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,125,20.00%,34.462-44.974,representative,NA,NA,NA,mothers,"age, crt",41.367,35.498-48.207,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,GBR,United Kingdom,GBR,NA,15.504,µg/L,2011/09/01-2012/04/24,NA,1.5,Human (Urine),urine,statistic,Geometric Mean,21,23.80%,13.536-17.758,representative,NA,NA,NA,mothers,"age, crt",14.994,12.867-17.474,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,BEL,Belgium,BEL,NA,32.778,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,125,4.80%,29.057-36.976,representative,NA,NA,NA,children,"age, gender",32.803,29.031-37.065,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,CHE,Switzerland,CHE,NA,25.699,µg/g crt,2011/09/01-2012/04/24,NA,19.3,Human (Urine),urine,statistic,Geometric Mean,119,85.70%,22.781-28.991,representative,NA,NA,NA,children,"age, gender",25.834,22.863-29.19,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,CYP,Cyprus,CYP,NA,22.731,µg/g crt,2011/09/01-2012/04/24,NA,6.7,Human (Urine),urine,statistic,Geometric Mean,60,46.70%,19.17-26.955,representative,NA,NA,NA,children,"age, gender",22.731,19.125-27.018,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,CZE,Czech Republic,CZE,NA,66.827,µg/g crt,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,120,27.50%,59.241-75.385,representative,NA,NA,NA,children,"age, gender",66.958,59.258-75.659,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,DEU,Germany,DEU,NA,35.138,µg/g crt,2011/09/01-2012/04/24,NA,0.9,Human (Urine),urine,statistic,Geometric Mean,120,6.70%,31.148-39.64,representative,NA,NA,NA,children,"age, gender",35.598,31.505-40.224,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,DNK,Denmark,DNK,NA,39.058,µg/g crt,2011/09/01-2012/04/24,NA,1.72,Human (Urine),urine,statistic,Geometric Mean,142,4.20%,34.623-44.06,representative,NA,NA,NA,children,"age, gender",38.816,34.353-43.86,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,ESP,Spain,ESP,NA,70.633,µg/g crt,2011/09/01-2012/04/24,NA,0.9,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,62.614-79.678,representative,NA,NA,NA,children,"age, gender",70.696,62.566-79.882,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,HUN,Hungary,HUN,NA,53.752,µg/g crt,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,117,24.80%,47.65-60.635,representative,NA,NA,NA,children,"age, gender",53.8,47.614-60.791,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,IRL,Ireland,IRL,NA,54.421,µg/g crt,2011/09/01-2012/04/24,NA,2,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,48.242-61.39,representative,NA,NA,NA,children,"age, gender",54.506,48.238-61.588,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,LUX,Luxembourg,LUX,NA,23.808,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,59,6.80%,20.077-28.231,representative,NA,NA,NA,children,"age, gender",23.765,19.994-28.247,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,POL,Poland,POL,NA,73.502,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,115,2.60%,65.158-82.915,representative,NA,NA,NA,children,"age, gender",73.427,64.983-82.968,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,PRT,Portugal,PRT,NA,46.552,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,116,0.90%,41.267-52.514,representative,NA,NA,NA,children,"age, gender",46.646,41.282-52.708,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,ROU,Romania,ROU,NA,67.156,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,119,5.10%,59.532-75.756,representative,NA,NA,NA,children,"age, gender",67.103,59.387-75.823,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SWE,Sweden,SWE,NA,49.054,µg/g crt,2011/09/01-2012/04/24,NA,0.9,Human (Urine),urine,statistic,Geometric Mean,97,1.00%,43.485-55.336,representative,NA,NA,NA,children,"age, gender",49.119,43.471-55.502,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SVN,Slovenia,SVN,NA,40.752,µg/g crt,2011/09/01-2012/04/24,NA,1.5,Human (Urine),urine,statistic,Geometric Mean,120,4.20%,36.106-45.995,representative,NA,NA,NA,children,"age, gender",40.485,35.829-45.745,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SVK,Slovakia,SVK,NA,71.969,µg/g crt,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,127,22.00%,63.799-81.187,representative,NA,NA,NA,children,"age, gender",72.269,63.959-81.66,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,GBR,United Kingdom,GBR,NA,35.22,µg/g crt,2011/09/01-2012/04/24,NA,1.5,Human (Urine),urine,statistic,Geometric Mean,21,14.30%,31.215-39.739,representative,NA,NA,NA,children,"age, gender",35.082,31.048-39.641,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,BEL,Belgium,BEL,NA,18.8,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,125,7.20%,16.507-21.412,representative,NA,NA,NA,mothers,age,18.982,16.676-21.608,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,CHE,Switzerland,CHE,NA,18.686,µg/g crt,2011/09/01-2012/04/24,NA,19.3,Human (Urine),urine,statistic,Geometric Mean,117,82.10%,16.4-21.291,representative,NA,NA,NA,mothers,age,19.011,16.701-21.64,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,CYP,Cyprus,CYP,NA,15.262,µg/g crt,2011/09/01-2012/04/24,NA,6.7,Human (Urine),urine,statistic,Geometric Mean,59,42.40%,12.708-18.329,representative,NA,NA,NA,mothers,age,15.269,12.713-18.339,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,CZE,Czech Republic,CZE,NA,33.906,µg/g crt,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,117,23.90%,29.776-38.609,representative,NA,NA,NA,mothers,age,33.766,29.663-38.436,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,DEU,Germany,DEU,NA,18.864,µg/g crt,2011/09/01-2012/04/24,NA,0.9,Human (Urine),urine,statistic,Geometric Mean,116,15.50%,16.563-21.485,representative,NA,NA,NA,mothers,age,19.121,16.798-21.766,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,DNK,Denmark,DNK,NA,21.714,µg/g crt,2011/09/01-2012/04/24,NA,1.72,Human (Urine),urine,statistic,Geometric Mean,143,8.40%,19.05-24.751,representative,NA,NA,NA,mothers,age,22.155,19.463-25.219,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,ESP,Spain,ESP,NA,40.166,µg/g crt,2011/09/01-2012/04/24,NA,0.9,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,35.244-45.777,representative,NA,NA,NA,mothers,age,40.918,35.946-46.577,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,HUN,Hungary,HUN,NA,29.763,µg/g crt,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,115,25.20%,26.139-33.889,representative,NA,NA,NA,mothers,age,29.485,25.902-33.563,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,IRL,Ireland,IRL,NA,29.08,µg/g crt,2011/09/01-2012/04/24,NA,2,Human (Urine),urine,statistic,Geometric Mean,120,10.00%,25.547-33.102,representative,NA,NA,NA,mothers,age,29.207,25.659-33.247,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,LUX,Luxembourg,LUX,NA,14.807,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,56,13.30%,12.313-17.805,representative,NA,NA,NA,mothers,age,15.023,12.508-18.044,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,POL,Poland,POL,NA,39.692,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,119,0.80%,34.858-45.196,representative,NA,NA,NA,mothers,age,39.281,34.508-44.714,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,PRT,Portugal,PRT,NA,32.096,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,28.192-36.541,representative,NA,NA,NA,mothers,age,32.033,28.141-36.463,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,ROU,Romania,ROU,NA,44.413,µg/g crt,2011/09/01-2012/04/24,NA,0.7,Human (Urine),urine,statistic,Geometric Mean,117,5.10%,38.968-50.62,representative,NA,NA,NA,mothers,age,43.639,38.336-49.675,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SWE,Sweden,SWE,NA,24.753,µg/g crt,2011/09/01-2012/04/24,NA,0.9,Human (Urine),urine,statistic,Geometric Mean,96,5.20%,21.739-28.185,representative,NA,NA,NA,mothers,age,24.898,21.872-28.341,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SVN,Slovenia,SVN,NA,23.814,µg/g crt,2011/09/01-2012/04/24,NA,1.5,Human (Urine),urine,statistic,Geometric Mean,119,3.40%,20.915-27.114,representative,NA,NA,NA,mothers,age,24.025,21.105-27.347,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,SVK,Slovakia,SVK,NA,33.793,µg/g crt,2011/09/01-2012/04/24,NA,2.85,Human (Urine),urine,statistic,Geometric Mean,125,20.00%,29.684-38.472,representative,NA,NA,NA,mothers,age,33.609,29.526-38.258,NA,2020,Democophes_Aggregate.csv,
di(2-ethylhexyl)phthalate metabolites,117-81-7,GBR,United Kingdom,GBR,NA,14.042,µg/g crt,2011/09/01-2012/04/24,NA,1.5,Human (Urine),urine,statistic,Geometric Mean,21,23.80%,12.301-16.028,representative,NA,NA,NA,mothers,age,14.366,12.62-16.353,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,BEL,Belgium,BEL,NA,26.7,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,22.28-31.99,representative,NA,NA,NA,children,"age, gender, crt",26.18,21.69-31.62,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CHE,Switzerland,CHE,NA,19.7,µg/L,2011/09/01-2012/04/24,NA,11,Human (Urine),urine,statistic,Geometric Mean,119,30.30%,16.45-23.59,representative,NA,NA,NA,children,"age, gender, crt",18.78,15.55-22.68,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CYP,Cyprus,CYP,NA,41.16,µg/L,2011/09/01-2012/04/24,NA,4,Human (Urine),urine,statistic,Geometric Mean,60,0.00%,31.9-53.11,representative,NA,NA,NA,children,"age, gender, crt",38.97,29.85-50.88,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CZE,Czech Republic,CZE,NA,34.36,µg/L,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,28.68-41.15,representative,NA,NA,NA,children,"age, gender, crt",31.6,26.17-38.15,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,DEU,Germany,DEU,NA,23.08,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,19.27-27.65,representative,NA,NA,NA,children,"age, gender, crt",22.69,18.79-27.4,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,22.13,µg/L,2011/09/01-2012/04/24,NA,0.53,Human (Urine),urine,statistic,Geometric Mean,142,0.00%,18.47-26.51,representative,NA,NA,NA,children,"age, gender, crt",20.13,16.67-24.31,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,ESP,Spain,ESP,NA,208.33,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,173.74-249.81,representative,NA,NA,NA,children,"age, gender, crt",181.89,150.64-219.62,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,HUN,Hungary,HUN,NA,45.38,µg/L,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,37.9-54.34,representative,NA,NA,NA,children,"age, gender, crt",46.98,38.91-56.73,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,IRL,Ireland,IRL,NA,42.47,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,35.46-50.85,representative,NA,NA,NA,children,"age, gender, crt",41.75,34.57-50.41,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,LUX,Luxembourg,LUX,NA,26.84,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,20.81-34.61,representative,NA,NA,NA,children,"age, gender, crt",24.68,18.91-32.22,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,POL,Poland,POL,NA,46.89,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,115,0.00%,39.15-56.16,representative,NA,NA,NA,children,"age, gender, crt",43.79,36.27-52.88,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,PRT,Portugal,PRT,NA,50.17,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,41.82-60.18,representative,NA,NA,NA,children,"age, gender, crt",43.27,35.84-52.25,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,ROU,Romania,ROU,NA,34.83,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,29.1-41.69,representative,NA,NA,NA,children,"age, gender, crt",35.9,29.73-43.35,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SWE,Sweden,SWE,NA,33.34,µg/L,2011/09/01-2012/04/24,NA,0.3,Human (Urine),urine,statistic,Geometric Mean,97,0.00%,27.77-40.03,representative,NA,NA,NA,children,"age, gender, crt",28.83,23.87-34.81,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SVN,Slovenia,SVN,NA,40.17,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,33.53-48.13,representative,NA,NA,NA,children,"age, gender, crt",43.22,35.8-52.19,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SVK,Slovakia,SVK,NA,37.53,µg/L,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,127,0.00%,31.34-44.93,representative,NA,NA,NA,children,"age, gender, crt",39.64,32.83-47.86,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,GBR,United Kingdom,GBR,NA,16.95,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,14.12-20.34,representative,NA,NA,NA,children,"age, gender, crt",14.33,11.87-17.3,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,BEL,Belgium,BEL,NA,37.1,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,30.06-45.77,representative,NA,NA,NA,mothers,"age, crt",36.3,29.04-45.38,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CHE,Switzerland,CHE,NA,31.18,µg/L,2011/09/01-2012/04/24,NA,11,Human (Urine),urine,statistic,Geometric Mean,117,25.60%,25.24-38.52,representative,NA,NA,NA,mothers,"age, crt",28.13,22.51-35.17,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CYP,Cyprus,CYP,NA,87.68,µg/L,2011/09/01-2012/04/24,NA,4,Human (Urine),urine,statistic,Geometric Mean,59,1.70%,65.21-117.88,representative,NA,NA,NA,mothers,"age, crt",92.42,67.41-126.71,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CZE,Czech Republic,CZE,NA,59.17,µg/L,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,47.97-73.0,representative,NA,NA,NA,mothers,"age, crt",56.66,45.32-70.82,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,DEU,Germany,DEU,NA,38.55,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,31.24-47.57,representative,NA,NA,NA,mothers,"age, crt",39.41,31.53-49.27,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,37.29,µg/L,2011/09/01-2012/04/24,NA,0.53,Human (Urine),urine,statistic,Geometric Mean,143,0.00%,30.17-46.08,representative,NA,NA,NA,mothers,"age, crt",33.74,26.99-42.18,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,ESP,Spain,ESP,NA,159.99,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,129.51-197.64,representative,NA,NA,NA,mothers,"age, crt",161.13,128.9-201.42,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,HUN,Hungary,HUN,NA,50.88,µg/L,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,115,0.00%,41.24-62.78,representative,NA,NA,NA,mothers,"age, crt",55.04,44.03-68.8,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,IRL,Ireland,IRL,NA,55.25,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,44.8-68.13,representative,NA,NA,NA,mothers,"age, crt",58.72,46.98-73.4,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,LUX,Luxembourg,LUX,NA,36.38,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,56,0.00%,26.96-49.08,representative,NA,NA,NA,mothers,"age, crt",31.77,23.17-43.56,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,POL,Poland,POL,NA,42.52,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,34.47-52.45,representative,NA,NA,NA,mothers,"age, crt",41.66,33.33-52.08,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,PRT,Portugal,PRT,NA,55.85,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,45.28-68.9,representative,NA,NA,NA,mothers,"age, crt",59.84,47.87-74.8,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,ROU,Romania,ROU,NA,44.23,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,35.79-54.66,representative,NA,NA,NA,mothers,"age, crt",48.03,38.42-60.04,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SWE,Sweden,SWE,NA,46.53,µg/L,2011/09/01-2012/04/24,NA,0.3,Human (Urine),urine,statistic,Geometric Mean,96,0.00%,37.71-57.42,representative,NA,NA,NA,mothers,"age, crt",43.05,34.44-53.81,NA,2020,Democophes_Aggregate.csv,
