Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Sampling Matrix,Level of Aggregation,Statistic Name,Number of Samples,Standard Deviation,Standard Error,Mean Confidence Interval,Geometric Mean Confidence Interval,Position,Latitude,Longitude,Location Name,Determinant Name,Determinant Value,IPCheM QC,PulledDate,FileName,QA_Concerns
lead,7439-92-1,ITA,Italy,ITA,NA,191.9,ug/L,2008-2010,1.035,NA,Human (Blood),Whole Blood,statistic,Maximum,315,17.14,0.9656,22.95-26.75,19.52-22.25,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
lead,7439-92-1,ITA,Italy,ITA,NA,24.85,ug/L,2008-2010,1.035,NA,Human (Blood),Whole Blood,statistic,Mean,315,17.14,0.9656,22.95-26.75,19.52-22.25,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
lead,7439-92-1,ITA,Italy,ITA,NA,20.84,ug/L,2008-2010,1.035,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,315,17.14,0.9656,22.95-26.75,19.52-22.25,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.184,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,1343,0.2883,0.007868,0.885-0.916,0.84-0.87,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.332,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,1343,0.2883,0.007868,0.885-0.916,0.84-0.87,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.9006,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,1343,0.2883,0.007868,0.885-0.916,0.84-0.87,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8547,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,1343,0.2883,0.007868,0.885-0.916,0.84-0.87,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.266,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,479,0.279,0.01275,0.86-0.91,0.818-0.867,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.203,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,479,0.279,0.01275,0.86-0.91,0.818-0.867,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8852,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,479,0.279,0.01275,0.86-0.91,0.818-0.867,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8422,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,479,0.279,0.01275,0.86-0.91,0.818-0.867,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.236,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,558,0.2835,0.012,0.881-0.928,0.84-0.885,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.332,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,558,0.2835,0.012,0.881-0.928,0.84-0.885,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.9047,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,558,0.2835,0.012,0.881-0.928,0.84-0.885,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8619,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,558,0.2835,0.012,0.881-0.928,0.84-0.885,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.184,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,306,0.3105,0.01775,0.882-0.952,0.826-0.898,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.257,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,306,0.3105,0.01775,0.882-0.952,0.826-0.898,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.9171,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,306,0.3105,0.01775,0.882-0.952,0.826-0.898,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8614,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,306,0.3105,0.01775,0.882-0.952,0.826-0.898,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.186,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,572,0.2912,0.01218,0.874-0.922,0.831-0.876,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.332,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,572,0.2912,0.01218,0.874-0.922,0.831-0.876,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8982,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,572,0.2912,0.01218,0.874-0.922,0.831-0.876,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8534,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,572,0.2912,0.01218,0.874-0.922,0.831-0.876,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.184,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,742,0.2856,0.01049,0.887-0.928,0.841-0.883,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.257,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,742,0.2856,0.01049,0.887-0.928,0.841-0.883,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.9078,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,742,0.2856,0.01049,0.887-0.928,0.841-0.883,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8616,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,742,0.2856,0.01049,0.887-0.928,0.841-0.883,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.184,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,454,0.2809,0.01318,0.855-0.906,0.807-0.86,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.332,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,454,0.2809,0.01318,0.855-0.906,0.807-0.86,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8805,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,454,0.2809,0.01318,0.855-0.906,0.807-0.86,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8332,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,454,0.2809,0.01318,0.855-0.906,0.807-0.86,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.246,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,889,0.2917,0.009782,0.892-0.93,0.848-0.884,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.257,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,889,0.2917,0.009782,0.892-0.93,0.848-0.884,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.9109,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,889,0.2917,0.009782,0.892-0.93,0.848-0.884,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8659,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,889,0.2917,0.009782,0.892-0.93,0.848-0.884,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.291,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,236,0.2962,0.01928,0.876-0.952,0.83-0.904,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.257,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,236,0.2962,0.01928,0.876-0.952,0.83-0.904,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.9141,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,236,0.2962,0.01928,0.876-0.952,0.83-0.904,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8663,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,236,0.2962,0.01928,0.876-0.952,0.83-0.904,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.186,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,782,0.2796,0.009998,0.87-0.909,0.827-0.866,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.24,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,782,0.2796,0.009998,0.87-0.909,0.827-0.866,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8895,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,782,0.2796,0.009998,0.87-0.909,0.827-0.866,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8462,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,782,0.2796,0.009998,0.87-0.909,0.827-0.866,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.184,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Minimum,300,0.2999,0.01732,0.899-0.968,0.851-0.919,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.332,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Maximum,300,0.2999,0.01732,0.899-0.968,0.851-0.919,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.9335,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Mean,300,0.2999,0.01732,0.899-0.968,0.851-0.919,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,0.8846,ug/L,2008-2010,0.015,NA,Human (Blood),Serum,statistic,Geometric Mean,300,0.2999,0.01732,0.899-0.968,0.851-0.919,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,1.69,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,1423,3.265,0.08654,8.571-8.91,8.036-8.348,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,53.36,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,1423,3.265,0.08654,8.571-8.91,8.036-8.348,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.741,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,1423,3.265,0.08654,8.571-8.91,8.036-8.348,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.19,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,1423,3.265,0.08654,8.571-8.91,8.036-8.348,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.298,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,516,3.048,0.1342,8.459-8.986,7.941-8.453,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,18.72,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,516,3.048,0.1342,8.459-8.986,7.941-8.453,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.722,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,516,3.048,0.1342,8.459-8.986,7.941-8.453,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.193,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,516,3.048,0.1342,8.459-8.986,7.941-8.453,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,1.69,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,582,3.609,0.1496,8.622-9.21,8.076-8.581,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,53.36,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,582,3.609,0.1496,8.622-9.21,8.076-8.581,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.916,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,582,3.609,0.1496,8.622-9.21,8.076-8.581,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.324,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,582,3.609,0.1496,8.622-9.21,8.076-8.581,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.43,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,325,2.919,0.1619,8.137-8.774,7.647-8.268,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,17.81,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,325,2.919,0.1619,8.137-8.774,7.647-8.268,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.455,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,325,2.919,0.1619,8.137-8.774,7.647-8.268,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,7.951,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,325,2.919,0.1619,8.137-8.774,7.647-8.268,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.298,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,617,3.05,0.1228,8.782-9.264,8.269-8.744,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,19.55,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,617,3.05,0.1228,8.782-9.264,8.269-8.744,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,9.023,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,617,3.05,0.1228,8.782-9.264,8.269-8.744,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.503,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,617,3.05,0.1228,8.782-9.264,8.269-8.744,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.258,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,767,3.432,0.1239,8.323-8.81,7.797-8.216,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,53.36,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,767,3.432,0.1239,8.323-8.81,7.797-8.216,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.566,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,767,3.432,0.1239,8.323-8.81,7.797-8.216,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.003,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,767,3.432,0.1239,8.323-8.81,7.797-8.216,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.298,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,470,3.811,0.1758,8.75-9.441,8.174-8.758,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,53.36,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,470,3.811,0.1758,8.75-9.441,8.174-8.758,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,9.096,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,470,3.811,0.1758,8.75-9.441,8.174-8.758,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.461,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,470,3.811,0.1758,8.75-9.441,8.174-8.758,representative,NA,NA,NA,Sex,Female,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,1.69,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,953,2.944,0.09538,8.378-8.753,7.88-8.245,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,19.07,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,953,2.944,0.09538,8.378-8.753,7.88-8.245,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.565,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,953,2.944,0.09538,8.378-8.753,7.88-8.245,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.06,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,953,2.944,0.09538,8.378-8.753,7.88-8.245,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.404,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,243,3.177,0.2038,8.267-9.07,7.705-8.487,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,18.56,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,243,3.177,0.2038,8.267-9.07,7.705-8.487,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.669,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,243,3.177,0.2038,8.267-9.07,7.705-8.487,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.087,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,243,3.177,0.2038,8.267-9.07,7.705-8.487,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.258,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,831,3.464,0.1202,8.76-9.232,8.221-8.638,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,53.36,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,831,3.464,0.1202,8.76-9.232,8.221-8.638,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.996,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,831,3.464,0.1202,8.76-9.232,8.221-8.638,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.427,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,831,3.464,0.1202,8.76-9.232,8.221-8.638,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,2.53,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Minimum,315,2.723,0.1534,7.965-8.569,7.535-8.122,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,19.07,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Maximum,315,2.723,0.1534,7.965-8.569,7.535-8.122,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,8.267,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Mean,315,2.723,0.1534,7.965-8.569,7.535-8.122,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
manganese,7439-96-5,ITA,Italy,ITA,NA,7.823,ug/L,2008-2010,0.78,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,315,2.723,0.1534,7.965-8.569,7.535-8.122,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
mercury,7439-97-6,ITA,Italy,ITA,NA,0.1331,ug/L,2008-2010,0.079,NA,Human (Blood),Serum,statistic,5 Percentile,1344,0.6481,0.01768,0.726-0.795,0.534-0.584,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
mercury,7439-97-6,ITA,Italy,ITA,NA,0.2002,ug/L,2008-2010,0.079,NA,Human (Blood),Serum,statistic,10 Percentile,1344,0.6481,0.01768,0.726-0.795,0.534-0.584,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
mercury,7439-97-6,ITA,Italy,ITA,NA,0.3536,ug/L,2008-2010,0.079,NA,Human (Blood),Serum,statistic,25 Percentile,1344,0.6481,0.01768,0.726-0.795,0.534-0.584,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
mercury,7439-97-6,ITA,Italy,ITA,NA,0.5989,ug/L,2008-2010,0.079,NA,Human (Blood),Serum,statistic,50 Percentile,1344,0.6481,0.01768,0.726-0.795,0.534-0.584,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
mercury,7439-97-6,ITA,Italy,ITA,NA,0.9518,ug/L,2008-2010,0.079,NA,Human (Blood),Serum,statistic,75 Percentile,1344,0.6481,0.01768,0.726-0.795,0.534-0.584,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
mercury,7439-97-6,ITA,Italy,ITA,NA,1.5122,ug/L,2008-2010,0.079,NA,Human (Blood),Serum,statistic,90 Percentile,1344,0.6481,0.01768,0.726-0.795,0.534-0.584,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
mercury,7439-97-6,ITA,Italy,ITA,NA,1.8881,ug/L,2008-2010,0.079,NA,Human (Blood),Serum,statistic,95 Percentile,1344,0.6481,0.01768,0.726-0.795,0.534-0.584,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
mercury,7439-97-6,ITA,Italy,ITA,NA,0.04,ug/L,2008-2010,0.079,NA,Human (Blood),Serum,statistic,Minimum,1344,0.6481,0.01768,0.726-0.795,0.534-0.584,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
