Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Analysed Fraction,Level of Aggregation,Statistic Name,Number of Samples,Number of Non Detects,Standard Deviation,Position,Latitude,Longitude,Location Name,Region,Determinant Name,Determinant Value,Study,IPCheM QC,PulledDate,FileName,QA_Concerns
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,63.03,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,3,0,21.34,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,63.03,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,3,0,21.34,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,63.03,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,3,0,21.34,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,28.89,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,5,0,12.99,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,13.64,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,5,0,12.99,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,13.64,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,5,0,12.99,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,17.78,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,5,0,12.99,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,30.49,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,5,0,12.99,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,39.05,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,5,0,12.99,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,43.48,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,5,0,12.99,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,43.48,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,5,0,12.99,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,20.66,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,20.66,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,20.66,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,20.66,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,20.66,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,20.66,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,20.66,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,20.66,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,1,0,0,representative,NA,NA,NA,Waste incinerators,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,27.69,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,8,0,12.97,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,12.99,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,8,0,12.97,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,12.99,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,8,0,12.97,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,13.93,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,8,0,12.97,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,28.9,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,8,0,12.97,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,38.5,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,8,0,12.97,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,45.83,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,8,0,12.97,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,45.83,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,8,0,12.97,representative,NA,NA,NA,Waste incinerators,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,38.56,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,16,0,15.64,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,17.78,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,16,0,15.64,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,20.66,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,16,0,15.64,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,23.65,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,16,0,15.64,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,38.34,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,16,0,15.64,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,49.28,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,16,0,15.64,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,63.03,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,16,0,15.64,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
hexachlorobenzene (hcb),118-74-1,BEL,Belgium,Waste incinerators,NA,67.71,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,16,0,15.64,representative,NA,NA,NA,Waste incinerators,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,15.69,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Mean,5,0,14.94,representative,NA,NA,NA,Albert Canal,Maternal education,Higher education,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,5.73,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,5,0,14.94,representative,NA,NA,NA,Albert Canal,Maternal education,Higher education,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,5.73,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,5,0,14.94,representative,NA,NA,NA,Albert Canal,Maternal education,Higher education,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,9.69,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,5,0,14.94,representative,NA,NA,NA,Albert Canal,Maternal education,Higher education,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,9.93,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,5,0,14.94,representative,NA,NA,NA,Albert Canal,Maternal education,Higher education,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,10.92,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,5,0,14.94,representative,NA,NA,NA,Albert Canal,Maternal education,Higher education,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,42.18,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,5,0,14.94,representative,NA,NA,NA,Albert Canal,Maternal education,Higher education,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,42.18,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,5,0,14.94,representative,NA,NA,NA,Albert Canal,Maternal education,Higher education,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,15.28,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Mean,53,3,11.1,representative,NA,NA,NA,Albert Canal,Maternal education,Secondary school or lower,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,1,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,53,3,11.1,representative,NA,NA,NA,Albert Canal,Maternal education,Secondary school or lower,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,4.43,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,53,3,11.1,representative,NA,NA,NA,Albert Canal,Maternal education,Secondary school or lower,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,6.63,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,53,3,11.1,representative,NA,NA,NA,Albert Canal,Maternal education,Secondary school or lower,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,13.1,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,53,3,11.1,representative,NA,NA,NA,Albert Canal,Maternal education,Secondary school or lower,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,20.83,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,53,3,11.1,representative,NA,NA,NA,Albert Canal,Maternal education,Secondary school or lower,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,28.79,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,53,3,11.1,representative,NA,NA,NA,Albert Canal,Maternal education,Secondary school or lower,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,58.93,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,53,3,11.1,representative,NA,NA,NA,Albert Canal,Maternal education,Secondary school or lower,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,17.02,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Mean,49,3,14.51,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,1,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,49,3,14.51,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,4.2,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,49,3,14.51,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,6.59,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,49,3,14.51,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,13.01,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,49,3,14.51,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,21.85,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,49,3,14.51,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,35.68,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,49,3,14.51,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,72.13,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,49,3,14.51,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,No,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,12.6,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Mean,10,0,4.8,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,5.76,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,10,0,4.8,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,6.2,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,10,0,4.8,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,9.93,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,10,0,4.8,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,12.2,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,10,0,4.8,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,16.1,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,10,0,4.8,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,19.26,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,10,0,4.8,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,21.31,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Maximum,10,0,4.8,representative,NA,NA,NA,Albert Canal,Maternal smoking during pregnancy,Yes,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,18.36,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Mean,29,1,15.35,representative,NA,NA,NA,Albert Canal,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,1,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,Minimum,29,1,15.35,representative,NA,NA,NA,Albert Canal,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,6.12,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,10 Percentile,29,1,15.35,representative,NA,NA,NA,Albert Canal,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,9.69,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,25 Percentile,29,1,15.35,representative,NA,NA,NA,Albert Canal,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,15.51,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,50 Percentile,29,1,15.35,representative,NA,NA,NA,Albert Canal,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,21.31,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,75 Percentile,29,1,15.35,representative,NA,NA,NA,Albert Canal,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
lead,7439-92-1,BEL,Belgium,Albert Canal,NA,33.23,µg/L,2002/01-2004/01,2,NA,Human (Cord Blood),cord whole blood,statistic,90 Percentile,29,1,15.35,representative,NA,NA,NA,Albert Canal,Sex,Female,FLEHSI,IPCheM-M001: LOD AND LOQ missing (LOQ),2020,FLEHS_Aggregate.csv,"IPCheM-M001: LOD AND LOQ missing (LOQ),"
