Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Level of Aggregation,Statistic Name,Number of Samples,Samples Below LOQ,Percentage of Samples >= LOD,Position,Latitude,Longitude,Location Name,Compound,Cohort Code,Cohort Name,Determinant Name,Determinant Value,Sample Type,Confidence Interval,IPCheM QC,PulledDate,FileName,QA_Concerns
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,13.2,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 75,1311,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Total,NA,First morning,7.8-8.55,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,33,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 95,1311,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Total,NA,First morning,7.8-8.55,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,12.1,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Mean,561,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,First morning,7.23-8.31,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,0.65,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Minimum,561,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,First morning,7.23-8.31,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,2.77,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 10,561,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,First morning,7.23-8.31,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,7.76,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 50,561,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,First morning,7.23-8.31,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,12.6,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 75,561,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,First morning,7.23-8.31,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,21.6,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 90,561,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,First morning,7.23-8.31,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,7.75,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Geometric Mean,561,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,First morning,7.23-8.31,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,0.24,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Minimum,750,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,First morning,7.99-9.02,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,3.08,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 10,750,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,First morning,7.99-9.02,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,4.83,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 25,750,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,First morning,7.99-9.02,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,8.38,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 50,750,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,First morning,7.99-9.02,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,23.5,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 90,750,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,First morning,7.99-9.02,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,8.49,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Geometric Mean,750,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,First morning,7.99-9.02,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,0.45,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Minimum,556,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,First morning,8.6-9.84,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,671,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Maximum,556,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,First morning,8.6-9.84,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,5.69,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 25,556,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,First morning,8.6-9.84,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,14.1,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 75,556,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,First morning,8.6-9.84,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,24.8,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 90,556,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,First morning,8.6-9.84,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,9.2,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Geometric Mean,556,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,First morning,8.6-9.84,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,0.24,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Minimum,538,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,First morning,8.15-9.35,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,3.46,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 10,538,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,First morning,8.15-9.35,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,75.6,ng/mL,2006 - 2008,0.53,NA,Human (Urine),statistic,Geometric Mean,217,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,First morning,62.9-90.8,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,5.17,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 25,538,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,First morning,8.15-9.35,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,14.1,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 75,538,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,First morning,8.15-9.35,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,39,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 95,538,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,First morning,8.15-9.35,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,8.73,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Geometric Mean,538,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,First morning,8.15-9.35,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,7.4,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Mean,217,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,First morning,4.56-5.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,0.35,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Minimum,217,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,First morning,4.56-5.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,1.75,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 10,217,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,First morning,4.56-5.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,5.06,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 50,217,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,First morning,4.56-5.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,12.7,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 90,217,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,First morning,4.56-5.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,22.1,ng/mL,2006 - 2008,0.11,NA,Human (Urine),statistic,Percentile 95,217,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,First morning,4.56-5.7,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,56.6,ng/mL,2007,0.24,NA,Human (Urine),statistic,Mean,129,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,28.3-39.3,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,14.3,ng/mL,2007,0.08,NA,Human (Urine),statistic,Mean,129,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Total,NA,24 hour,8.83-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,91.2,ng/mL,2007,0.08,NA,Human (Urine),statistic,Maximum,129,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Total,NA,24 hour,8.83-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,3.76,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 10,129,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Total,NA,24 hour,8.83-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,10.6,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 50,129,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Total,NA,24 hour,8.83-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,28.6,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 90,129,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Total,NA,24 hour,8.83-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,10.2,ng/mL,2007,0.08,NA,Human (Urine),statistic,Geometric Mean,129,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Total,NA,24 hour,8.83-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,14.8,ng/mL,2007,0.08,NA,Human (Urine),statistic,Mean,65,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,24 hour,9.03-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,89.6,ng/mL,2007,0.08,NA,Human (Urine),statistic,Maximum,65,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,24 hour,9.03-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,7.21,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 25,65,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,24 hour,9.03-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,11.6,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 50,65,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,24 hour,9.03-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,16.1,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 75,65,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,24 hour,9.03-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,28.9,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 90,65,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,24 hour,9.03-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,44.7,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 95,65,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Males,24 hour,9.03-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,13.7,ng/mL,2007,0.08,NA,Human (Urine),statistic,Mean,64,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,24 hour,7.63-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,91.2,ng/mL,2007,0.08,NA,Human (Urine),statistic,Maximum,64,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,24 hour,7.63-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,2.45,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 10,64,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,24 hour,7.63-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,9,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 50,64,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,24 hour,7.63-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,29,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 90,64,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,24 hour,7.63-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,43.3,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 95,64,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Gender,Females,24 hour,7.63-11.7,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,19.2,ng/mL,2007,0.08,NA,Human (Urine),statistic,Mean,25,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,24 hour,11-19.9,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,89.6,ng/mL,2007,0.08,NA,Human (Urine),statistic,Maximum,25,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,24 hour,11-19.9,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,5.15,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 10,25,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,24 hour,11-19.9,NA,2020,Danish HBM.csv,
mono-iso-butyl phthalate,30833-53-5,DNK,Denmark,DNK,NA,13.2,ng/mL,2011 - 2012,1.1,NA,Human (Urine),statistic,Percentile 25,565,1,99.8,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,23.4-27.6,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,23.6,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 75,25,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,24 hour,11-19.9,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,35.2,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 90,25,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,24 hour,11-19.9,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,14.8,ng/mL,2007,0.08,NA,Human (Urine),statistic,Geometric Mean,25,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,5-9 years,24 hour,11-19.9,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,2.12,ng/mL,2007,0.08,NA,Human (Urine),statistic,Minimum,73,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,24 hour,9.25-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,91.2,ng/mL,2007,0.08,NA,Human (Urine),statistic,Maximum,73,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,24 hour,9.25-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,4.4,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 10,73,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,24 hour,9.25-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,10.9,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 50,73,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,24 hour,9.25-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,16.1,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 75,73,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,24 hour,9.25-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,47.9,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 95,73,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,10-13 years,24 hour,9.25-13.2,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,8.28,ng/mL,2007,0.08,NA,Human (Urine),statistic,Mean,31,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,24 hour,4.62-8.23,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,34.8,ng/mL,2007,0.08,NA,Human (Urine),statistic,Maximum,31,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,24 hour,4.62-8.23,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,2.4,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 10,31,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,24 hour,4.62-8.23,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,6.16,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 50,31,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,24 hour,4.62-8.23,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,16.9,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 90,31,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,24 hour,4.62-8.23,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,26.2,ng/mL,2007,0.08,NA,Human (Urine),statistic,Percentile 95,31,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,2,Children and Adolescents,Age group,14-20 years,24 hour,4.62-8.23,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,13.1,ng/mL,2007 - 2009,0.11,NA,Human (Urine),statistic,Mean,901,1,99.9,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,3,Young Men,NA,NA,Spot,7.13-8.12,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,512,ng/mL,2007 - 2009,0.11,NA,Human (Urine),statistic,Maximum,901,1,99.9,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,3,Young Men,NA,NA,Spot,7.13-8.12,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,4.41,ng/mL,2007 - 2009,0.11,NA,Human (Urine),statistic,Percentile 25,901,1,99.9,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,3,Young Men,NA,NA,Spot,7.13-8.12,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,7.7,ng/mL,2007 - 2009,0.11,NA,Human (Urine),statistic,Percentile 50,901,1,99.9,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,3,Young Men,NA,NA,Spot,7.13-8.12,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,23.5,ng/mL,2007 - 2009,0.11,NA,Human (Urine),statistic,Percentile 90,901,1,99.9,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,3,Young Men,NA,NA,Spot,7.13-8.12,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,7.61,ng/mL,2007 - 2009,0.11,NA,Human (Urine),statistic,Geometric Mean,901,1,99.9,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,3,Young Men,NA,NA,Spot,7.13-8.12,NA,2020,Danish HBM.csv,
mono-carboxy-iso-octyl phthalate,NA,DNK,Denmark,DNK,NA,12.1,ng/mL,2011 - 2012,0.11,NA,Human (Urine),statistic,Mean,565,0,100,representative,NA,NA,NA,SUM OF unspecific mono-carboxy-iso-octyl phthalates,4,Pregnant Women,NA,NA,Spot,3.5-4.23,NA,2020,Danish HBM.csv,
